企业名称,注册资本,企业地址
青岛精学塑料机械有限公司,100万元人民币,青岛市崂山区苗岭路19号裕龙科技公寓8-1-301室
青岛美艺安经贸有限公司,50万元人民币,青岛市崂山区香港东路北119号线东天泰馥香谷8-2-302
青岛东鹏实业有限公司,1180万元人民币,青岛市市南区香港中路52号12楼15室
爱维恒晟机电（青岛）有限公司,200万元人民币,山东省青岛市市南区观音峡路24号802
神荣商事（青岛）贸易有限公司,170万美元,山东省青岛市保税港区莫斯科路40号办公楼301室(A)
青岛康宝恩进出口有限公司,500万元人民币,青岛保税区北京路63号天智国际大厦23层F户
青岛安东进出口有限公司,500万元人民币,山东省青岛市市南区延安三路220号邮政大厦1001室
青岛恒世嘉贸易有限公司,100万元人民币,青岛市市北区延吉路76号4号楼1单元1602室
青岛欣洋泰家纺有限公司,50万元人民币,青岛市市南区芝泉路15号2号楼2单元102户
青岛固特船舶用品有限公司,60万元人民币,山东省青岛市即墨市省级经济开发区蓝色新区1号
青岛启森国际贸易有限公司,100万元人民币,青岛市市南区福州南路39号5栋1单元1001户
青岛爱乐国际贸易有限公司,100万元人民币,青岛市市南区燕儿岛路22号环海公寓15D
青岛优迈工艺品有限公司,100万元人民币,山东省青岛市胶州市李哥庄镇前辛疃村村东
青岛大丰物产有限公司,150万元人民币,青岛市市南区岳阳路6号9号楼1单元401户
青岛青来科工贸有限公司,100万元人民币,青岛市李沧区邢台路26号4单元103室
青岛鑫桥通国际贸易有限公司,610万元人民币,山东省青岛市城阳区长城路89号21号楼B座501室
青岛禾丰达机械有限公司,50万元人民币,山东省青岛市市北区山东路130号1号楼1单元705户
青岛北澳进出口有限公司,100万元人民币,山东省青岛市黄岛区井冈山路338栋25楼2509号
青岛茂鑫瑞华国际贸易有限公司,100万元人民币,青岛市市北区连云港路37号3428户
青岛旭阳帽业有限公司,700万元人民币,青岛胶州市云溪204国道北侧李孟路东侧
青岛铭联润达工贸有限公司,50万元人民币,山东省青岛市城阳区棘洪滩街道中华埠社区锦绣路东200米
青岛恒典经贸有限公司,1000万元人民币,青岛市市南区东海中路12号甲二层
青岛中纶服饰有限公司,80万元人民币,山东省青岛市市北区营口路75号4楼东侧
青岛东豫宝盛国际贸易有限公司,100万元人民币,山东省青岛市李沧区九水东路130号3号楼1101室
青岛法迪国际贸易有限公司,130万元人民币,山东省青岛市城阳区流亭街道宝陆莱路8号
青岛天成商业及工业设备有限公司,100万元人民币,山东省青岛市黄岛区王台镇工业园
青岛泰酷恩工贸有限公司,500万元人民币,青岛市黄岛区朝阳山路598号
青岛金阳制帽有限公司,100万元人民币,山东省青岛市胶州市胶莱镇沙梁三村
青岛烜丰进出口有限公司,100万元人民币,山东省青岛市市南区江西路193号1221室
青岛鲁发工具有限公司,200万元人民币,山东省青岛市黄岛区临港经济开发区闫家屋子村北
青岛欣雅发制品有限公司,50万元人民币,青岛市李沧区金水路817号10号楼2单元1201户
青岛佶宇工贸有限公司,50万元人民币,青岛胶州市阜安办事处郑州东路北
青岛苏润进出口有限公司,50万元人民币,青岛市即墨市服装工业园黄河一路28号
山东维斯蒙特进出口有限公司,500万元人民币,青岛市市南区东海中路18号6号楼2单元2层212室
青岛鼎祥盛工贸有限公司,50万元人民币,青岛胶州市云溪办事处西石河村北
青岛方润大商贸有限公司,10万元人民币,青岛市市南区东海西路37号3栋12层3户
青岛迈恩达工贸有限公司,100万元人民币,山东省青岛市市南区瞿塘峡路47号A208-1-043
青岛顶点进出口有限公司,100万元人民币,青岛市市南区闽江二路59号1号楼4单元701户
青岛达博盈贸易有限公司,20万元人民币,青岛市崂山区劲松九路87号45号楼3单元1101户
青岛深飞特金属制品有限公司,50万元人民币,山东省青岛市市南区成武路51号甲1单元101户
青岛松川国际贸易有限公司,100万元人民币,青岛市李沧区重庆中路873号6号楼1单元1301
青岛首嘉国际贸易有限公司,2000万元人民币,青岛市市北区敦化路328号1号楼2504户
青岛凯福莱国际贸易有限公司,50万元人民币,青岛市崂山区海尔路63号数码科技中心1号楼1411室
青岛凯航贸易有限公司,50万元人民币,青岛即墨市黄河三路81号东岸花园8号楼3单元402户
青岛恩邦恒悦商贸有限公司,50万元人民币,山东省青岛市市南区海丰路10号908
青岛福尔森石化有限公司,1000万元人民币,山东省青岛市保税港区北京路43号办公楼三楼052号
青岛盛艺鑫进出口有限公司,50万元人民币,青岛市市北区清江路1号2号楼1单元101户
青岛盛锐万邦贸易有限公司,50万元人民币,山东省青岛市胶州市三里河街道办事处北京路东苑大厦909室
青岛图美特国际贸易有限公司,50万元人民币,青岛市市南区徐州路98号丙2号楼506户
青岛海逸发制品有限公司,50万元人民币,青岛市李沧区顺河路131号4单元201户
青岛科威恩国际贸易有限公司,100万元人民币,山东省青岛市市南区徐州路98号丙2号楼506户
青岛亿利东方进出口有限公司,50万元人民币,青岛市市南区香港中路6号A座23层A户
青岛博汇隆国际贸易有限公司,50万元人民币,山东省青岛市黄岛区铁山工业园雷公山路南端100米
青岛心成发展商贸有限公司,100万元人民币,青岛市市北区辽源路279号-322号
青岛东泰诚恩新材料科技发展有限公司,600万元人民币,青岛市城阳区惜福镇街道铁骑山路傅家埠居委会北800米
青岛乐鼎工贸有限公司,50万元人民币,山东省青岛市市南区山东路22号1号楼23A户
青岛龙钢佳工贸有限公司,200万元人民币,山东省青岛市城阳区郭家庄社区南1000米
青岛旭瑞丰进出口贸易有限公司,100万元人民币,山东省青岛市即墨市环秀办事处李大路28号
青岛韩精化工有限公司,50万元人民币,青岛市城阳区正阳路196号国际商务港办公806室
青岛曼业进出口有限公司,50万元人民币,青岛市市南区奉化路58号西单元303户
青岛宏业华宝经贸有限公司,100万元人民币,青岛市市北区福州北路129号6号楼2单元1001户
青岛圣海宏达贸易有限公司,1000万元人民币,青岛经济技术开发区武夷山路167号网点101室
青岛星顺国际贸易有限公司,500万元人民币,青岛市市南区山东路22号金孚大厦B幢20层20G室
青岛麦诺克贸易有限公司,50万元人民币,山东省青岛市市南区闽江路2号国华大厦B座1803
青岛吉安祺工贸有限公司,107万元人民币,青岛市市南区宁夏路118号丁单元503户
青岛索卡拉国际贸易有限公司,100万元人民币,山东省青岛市黄岛区峨眉山路790号院内2楼
青岛凯旋伟业商贸有限公司,100万元人民币,青岛服装工业园黄河二路299号
青岛信隆实业有限公司,500万元人民币,山东省青岛市崂山区金家岭村
青岛富恒利工贸有限公司,100万元人民币,山东省青岛市黄岛区胶南街道办事处陈家庄村南
青岛青雨山工贸有限公司,50万元人民币,山东省青岛市胶州市中云街道办事处南卧龙村、泰州路东侧
青岛维尔美工贸有限公司,50万元人民币,青岛市黄岛区灵山湾路与海南路交汇处
青岛康斯丹顿国际贸易有限公司,100万元人民币,山东省青岛市城阳区和阳路343号办公楼西103室087号(集中办公区)
青岛昱冠发制品有限公司,108万元人民币,青岛胶州市李哥庄镇魏家屯村大洋工业园
青岛鸿涛帽业有限公司,100万元人民币,山东省青岛市胶州市胶北街道办事处小王戈庄村
青岛盛之放国际贸易有限公司,80万元人民币,青岛市李沧区延川路2号1号楼1604
青岛璐昕特国际贸易有限公司,10万元人民币,青岛市市南区贵州路40号1812
青岛涵鑫腾飞鞋业有限公司,150万元人民币,山东省青岛市胶州市胶北街道办事处辛庄村村东
青岛馨海百莲服饰有限公司,150万元人民币,山东省青岛市胶州市九龙办事处龙湾路7号
青岛新涛盛金属制品有限公司,100万元人民币,青岛即墨市普东镇长直村村南
青岛鲁中平国际贸易有限公司,100万元人民币,山东省青岛市市北区商城路13号3单元602室
青岛茁阳锦程贸易有限公司,100万元人民币,山东省青岛市市南区山东路山东路29号银河大厦22-D03
青岛康达菲经济贸易有限公司,100万元人民币,青岛市崂山区深圳路222号B座3111户
青岛恒润洋国际贸易有限公司,200万元人民币,青岛市城阳区崇阳路158号7号楼2单元502
青岛恬丹国际贸易有限公司,50万元人民币,青岛市市北区绍兴路59-27号地下1-1层
青岛蓝鲸国际商务有限公司,5万元人民币,山东省青岛市市南区台西五路2号4单元503户
青岛半岛都市进出口贸易有限公司,100万元人民币,青岛市崂山区东海路85号
青岛胶飞家居制品有限公司,300万元人民币,山东省青岛市胶州市胶莱镇韩国工业园
青岛北斗七星机械有限公司,50万元人民币,青岛胶州市三里河街道办事处战太安村
青岛瑞杰思国际贸易有限公司,100万元人民币,山东省青岛市李沧区黑龙江中路482号7号楼1单元303户
青岛雅晶雅莹进出口有限公司,100万元人民币,青岛市市南区南京路98号2号楼2307户
青岛英新懿线业有限公司,100万元人民币,青岛市城阳区上马街道长安社区东300米
青岛仁和信进出口有限公司,10万元人民币,青岛市李沧区正定三路27号楼二单元501室
青岛金典进出口有限公司,50万元人民币,青岛市市南区香港中路6号B栋1602户
青岛欧可信进出口有限公司,50万元人民币,青岛市市南区太平路51号2009房
青岛迈拓国际贸易有限公司,50万元人民币,青岛市城阳区正阳路196号国际商务港办公1204
青岛金华田工贸有限公司,500万元人民币,青岛市城阳区环海经济技术开发区隆海路18号
青岛维沃照明有限公司,50万元人民币,山东省青岛市黄岛区钱塘江路292-7号一楼
青岛华界盛泽国际贸易有限公司,50万元人民币,青岛市李沧区四流中路46号B2-90
青岛美彤国际贸易有限公司,60万元人民币,山东省青岛市城阳区正阳中路192号办公416【20171193】(集中办公区)
青岛维科特胶带有限公司,100万元人民币,青岛市市北区威海路232号503室
青岛富耐尔贸易有限公司,50万元人民币,青岛市市南区安徽路42号1单元701户
青岛俊永祥商贸有限公司,500万元人民币,青岛市市南区逍遥二路11号2栋301户
青岛百纳橡胶设备有限公司,10万元人民币,青岛市城阳区城阳街道小北曲社区居委会北1000米
青岛金耀经贸有限公司,100万元人民币,青岛市四方区人民路139号丁
青岛山源制鞋有限公司,160万元人民币,青岛胶州市胶北街道办事处南庸村
青岛格林思特国际贸易有限公司,50万元人民币,青岛市市南区香港中路40号25层B区
青岛五星国际贸易有限公司,50万元人民币,青岛市市南区东海一路16号1单元501户
青岛天使鱼服饰有限公司,50万元人民币,青岛市崂山区香港东路227号8号楼3户
青岛信大商贸易有限公司,50万元人民币,青岛市城阳区兴阳路308号办公1007
青岛青善文兰工艺品有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇黄家屯村村西
青岛爱恩佳贸易有限公司,3万元人民币,青岛市城阳区夏庄街道西宅子头社区居委会西300米
青岛海珞工艺品有限公司,100万元人民币,青岛市李沧区黑龙江中路482号22号楼1单元301
青岛得宝特家居用品有限公司,50万元人民币,青岛市李沧区重庆中路412号31号楼5单元601室
青岛世纪恒信国际贸易有限公司,50万元人民币,山东省青岛市市南区中山路60号3409户
青岛隆鼎鑫国际贸易有限公司,1000万元人民币,山东省青岛市黄岛区衡山路317号2栋商业1层-1室
