企业名称,注册资本,企业地址
无锡市助康商贸有限公司,200万元人民币,无锡市梁溪区新欧风花园21-414
无锡市东华医疗防护用品厂,5万元人民币,无锡市郊区惠钱路127号
宜兴市大昌医疗器械经营部,2万元人民币,宜兴市丁蜀镇大浦社区农贸市场西南角落072号
宜兴市金顺医疗器械经营部,2万元人民币,宜兴市和桥镇农贸市场北外第22号
宜兴康复丽可医疗器械经营部,5万元人民币,宜兴市宜城街道板桥新村287、288号
宜兴市宜城街道合一堂医疗器械店,2万元人民币,宜兴市宜城街道人民中路9-2号
江阴市第二医疗器械厂,40万元人民币,江阴市祝塘镇北湾村
无锡御容医疗科技中心,10万元人民币,无锡市梁溪区凤宾路100号优谷商务园39-406
北塘区奥尔尼医疗器械商店,500万元人民币,无锡市五里新村79-1
无锡市酸碱平衡医疗器械商行,,无锡市妙光街42号
经开区周广医疗器械经营部,,无锡市经济开发区瑞星家园153-603
无锡戴尔乐医疗器械经营部,10万元人民币,无锡市锡山经济技术开发区春雷东路108号
梁溪区创洁医疗器械商行,10万元人民币,无锡市民丰路279-1407
无锡市幸福丽可医疗器械经营部,2万元人民币,无锡市惠山区钱桥盛岸西路422号
滨湖区华美医疗美容门诊部,100万元人民币,无锡市滨湖区和畅路582-24、25、26
无锡市诺美健医疗器械经营部,30万元人民币,无锡市梁溪路134号(无锡龙山商贸有限公司)B区三楼
梁溪区合泰医疗器械经营部,20万元人民币,无锡市梁溪区南长街732号5202
江阴市新桥振新医疗器械经营部,5万元人民币,江阴市新桥镇绿苑居71号
江阴市顾山苗正医疗器械经营部,3万元人民币,江阴市顾山镇北国老锡张路86号
江阴市徐霞客晶众医疗器械商行,,江阴市徐霞客镇钓岐村江家冲105号
江阴市华士勇进医疗器械经营部,,江阴市华士镇和平街843号
梁溪区爱情买卖医疗器械商行,,无锡市广益佳苑298号一楼
宜兴市友泰医疗器械经营部,2万元人民币,宜兴市丁蜀镇张泽农贸菜场内
江阴市西石桥芬芳医疗器械经营部,5万元人民币,江阴市利港街道公平路48号
梁溪区严林家用医疗器械店,,无锡市梁溪区新惠路16号摊位号1D005号
江阴市申港鑫顺医疗器械经营部,1万元人民币,江阴市申港街道申港村中街村187号
江阴市澄北宝腾医疗器械商行,1万元人民币,江阴市滨江中路284号
梁溪区曹琴玉医疗器械商行,,微信平台:https://weidian.com/s/1756216992
江阴周庄紫薇星医疗器械商店,1万元人民币,江阴市周庄镇兴隆北路157号
无锡志锋杰益美医疗器械经营部,30万元人民币,无锡市山北农贸市场三楼
江阴市周庄鑫鑫筋骨堂医疗器械商行,,江阴市周庄镇长寿农贸市场52号
锡山区迷湖医疗器械商店,5万元人民币,无锡市锡山区安镇街道鑫安小区一期门面房121号
宜兴市钧钧医疗器械经营部,5万元人民币,宜兴市宜城街道太滆路12号公寓楼二层
滨湖区喜德康医疗用品店,,无锡市滨湖区蠡溪路486号
崇安区瑞帮医疗器械经营部,5万元人民币,无锡市锡沪东路299-2215
南长区卓求医疗器械经营部,1万元人民币,无锡市南长区界泾桥弄115号
锡山区夏新医疗配件厂,0.2万元人民币,锡山区张泾镇泾新村周家塘21号
滨湖区晓康医疗器械经营部,,无锡市滨湖区胡埭镇农贸商城62号
江阴市新桥水云间医疗器械经营部,5万元人民币,江阴市新桥镇环镇东村2号
滨湖区康百年医疗用品经营部,,无锡市梁溪路荣巷市场北侧
宜兴市新仁爱医疗器械经营部,3万元人民币,宜兴市宜城街道紫竹苑69幢12号
滨湖区志业医疗器械经营部,2万元人民币,无锡市华庄街道落霞苑415-302
无锡跟沃走医疗器械经销部,10万元人民币,无锡市惠山区钱桥街道盛德路4号
南长区广众医疗器械经营部,5万元人民币,无锡市南长区芦庄一区22号-1室
锡山区尚丽雅医疗器械经营部,10万元人民币,锡山区锡北镇张泾锡北商城43号
江阴市南闸名泰医疗器械店,2万元人民币,江阴市南闸街道西家浜路7号
江阴市城区夏嘉穗医疗器械商行,,https://weidian.com/s/1643793136
滨湖区佰顺医疗器械贸易商行,5万元人民币,无锡市滨湖区太湖西大道818号310
滨湖区华云医疗用品经营部,,无锡市滨湖区景宜路18号312室
江阴临港医院有限公司,8000万元人民币,江阴市申港街道崇文路108号
江阴市徐霞客彬彬有礼医疗器械商行,5万元人民币,江阴市徐霞客镇璜塘金都街93号
滨湖区瑞恩医疗器械经营部,2万元人民币,无锡市滨湖区梅园徐巷20号徐巷市场南楼3号
江阴市青阳云静筋骨堂医疗器械商行,,江阴市青阳镇旌阳北路50-2号
江阴市利港诚明医疗器械经营部,5万元人民币,江阴市利港街道利南街98号
新吴区柏源筋骨医疗器械商行,3万元人民币,拼多多:https://shop.pinduoduo.com/jjlmF3jh
江阴市利港阿元医疗器械经营部,5万元人民币,江阴市利港街道陈墅路293号
梁溪区鑫铖医疗器械经营部,5万元人民币,无锡市梁溪区锡沪东路365号-1209
滨湖区广翔医疗器械经营部,3万元人民币,无锡市滨湖区蠡湖街道湖滨街262号803室
梁溪区林臻医疗器械经营部,,无锡市广丰路30号
滨湖区顶鼎医疗器械贸易商行,10万元人民币,无锡市滨湖区北桥过巷50号-2(原型材厂内)
滨湖区富民医疗器械经营部,2万元人民币,无锡市滨湖区钱胡路88号
梁溪区强哥医疗器械经营部,,无锡市锡沪东路365号-1109
江阴市城区天一宠物医疗中心,,江阴市长江路108号
梁溪区登月医疗器械经营部,,无锡市广南路311号-410
江阴市天力宠物医疗美容院,42万元人民币,江阴市君山路176号
江阴市利港鼎鸿医疗器械经营部,5万元人民币,江阴市利港街道巨轮村马潮河20号
梁溪区济川医疗器械经营部,3万元人民币,无锡市沁扬市场029号
梁溪区新亚康医疗器械经营部,5万元人民币,无锡市茂业商厦1-1904
滨湖区原木医疗器械经营部,5万元人民币,无锡市滨湖区鸿桥路801-1104
梁溪区篮南医疗器材经营部,,无锡市虹桥新村5-504号
梁溪区佘兰兰医疗器械经营部,,无锡市任钱一支路15号
宜兴市锦潼医疗器械经营部,5万元人民币,宜兴市宜城街道锦绣二村52#、53#店面
江阴市城区英姿医疗咨询服务部,,江阴市永安四村9幢402室车库
梁溪区铯姐医疗器械商行,50万元人民币,无锡市南禅寺商城200-304号
滨湖区康盛华医疗管理服务部,5万元人民币,无锡市滨湖区马山振兴街18号-1
江阴市石庄乐康医疗器械经营部,10万元人民币,江阴市石庄达江路48号
滨湖区诺美一医疗器械经营部,50万元人民币,无锡梁溪路134号
梁溪区真研美学医疗美容诊所,,无锡市梁溪区县前西街14号
滨湖区郭氏宗正堂医疗用品商店,3万元人民币,无锡市滨湖区团结新村22-2
江阴市璜土采善堂医疗器械经营部,,江阴市璜土镇黄金北路33号
宜兴市水泰医疗器械经营部,,宜兴市周铁镇招商城101号
新吴区鸿山曹志庆医疗器材店,10万元人民币,无锡市新吴区鸿山街道鸿福苑(三区)8号
江阴市石庄采善堂医疗器械经营部,,江阴市石庄达江路31号
江阴市城东灯月医疗器械经营部,10万元人民币,江阴市双牌四村34幢304车库
崇安区捷慧医疗器械经营部,5万元人民币,无锡市广益佳苑集贸市场12号
滨湖区诚科康富医疗器械经营部,5万元人民币,无锡市滨湖区中南西路102号
宜兴市丁蜀镇海燕医疗器械经营部,5万元人民币,宜兴市丁蜀镇民主路港区第一幢综合楼9#、10#
惠山区玉祁亿生医疗器械经营部,5万元人民币,无锡市惠山区玉祁街道小巷里11号
江阴市申港亚亚医疗器械经营部,1万元人民币,江阴市镇澄路1240号
惠山区长安王立华医疗美容诊所,,无锡市惠山区吴韵路321号惠山万达商业广场B座808
惠山区钱桥峰峰医疗器械经营部,1万元人民币,无锡市惠山区钱桥苏庙社区
梁溪区鹤竹医疗用品经营部,,无锡市槐古新村36-1
新吴区濮雪峰医疗器械经营部,4万元人民币,无锡市新吴区前卫路1号前进市场内二楼A-51号
梁溪区子韩医疗器械经营部,5万元人民币,无锡市锡沪东路365号1209室
江阴市澄南糖安康医疗器械经营部,,江阴市寿山路106号
南长区普艾医疗器械经营部,5万元人民币,无锡市南长区清扬路189号旁A1号
江阴市申港光迅医疗设备技术服务部,1万元人民币,江阴市镇澄路1823号
江阴市华士镇旗丽医疗器械商行,5万元人民币,江阴市华士镇华西二村小康路67号
江阴市澄南大宁医疗器械销售部,200万元人民币,江阴市迎宾路26号1幢707室
梁溪区维克爱仁医疗器械维修部,10万元人民币,无锡市梁溪区广瑞路435号402室
江阴市月城鼎欣医疗器械经营部,10万元人民币,江阴市月城镇下塘村塘泾浜76号
梁溪区立萍医疗器械经营部,,无锡市扬名一村13号
惠山区前洲奚晓军医疗器械店,2万元人民币,微店平台:https://weidian.com/s/1331141792
滨湖区汇云聚美医疗器械经营部,,微店平台:https://weidian.com/s/1779449280
滨湖区福润天脉医疗器械经营部,5万元人民币,无锡市梁溪路126号(无锡市荣巷农贸市场B区5楼)
江阴市城区九溪堂医疗器械网店,2万元人民币,微店平台:https://weidian.com/s/1669018496
惠山区钱桥爱心丽可医疗器械店,2万元人民币,无锡市惠山区钱桥盛岸西路422号
北塘区俊梅医疗器械经营部,20万元人民币,无锡市北塘区轻院新大楼79-3(无锡联华中百连锁超市有限公司凤宾店商铺)
崇安区爱军医疗器械经营部,3万元人民币,无锡市广瑞二村30-4
梁溪区诗芸医疗器械经营部,5万元人民币,无锡市广益路309-1817号
江阴市北国建坤医疗器械经营部,2万元人民币,江阴市顾山镇北国幸福北路72号
江阴市澄南龙滢医疗器械贸易商行,2万元人民币,江阴市通江南路30号
无锡森瑞科学仪器有限公司,400万元人民币,无锡惠山经济开发区堰桥配套区堰锦路30号
滨湖区峰久顺医疗器材经营部,5万元人民币,无锡市滨湖区隐秀路988号202室
滨湖区康恩斯医疗器械经营部,5万元人民币,无锡市滨湖区景宜路18号-14
江苏万事兴生物科技有限公司,2000万元人民币,江阴市澄杨路1001号
江阴市徐霞客霞姐医疗器械经营部,,江阴市徐霞客镇璜塘金凤北路11号
江阴市澄北御南堂医疗器械经营部,1万元人民币,江苏省江阴市君山路18号
北塘区吉来康医疗器械经营部,5万元人民币,无锡市香榭街88-202
江阴市澄北易得康医疗器械经营部,1万元人民币,江阴市文化西路78号
江阴市璜土淼榆医疗器械经营部,5万元人民币,江阴市临港新城璜土芦墩村曹家头25号
梁溪区爱吉美拉医疗美容门诊部,50万元人民币,无锡市长庆路12-5、6、7
新吴区硕丰一类医疗器械经营部,10万元人民币,无锡市新吴区梅村香珺苑1-3号
江阴市石庄颐轩医疗器械经营部,5万元人民币,江阴市石庄花港苑综合市场北面门面房23号
惠山区阳山镇兴荣医疗器械经营部,10万元人民币,无锡市惠山区阳山镇阳山商贸城58号
江阴市石庄秀琴医疗器械经营部,2万元人民币,江阴市石庄新街76-1号
崇安区广益街道小李子医疗器械经营部,5万元人民币,无锡市广益路291-412
江阴市璜土秀琼医疗器械经营部,3万元人民币,江阴市璜土小湖新村澄常农贸市场内
惠山区钱桥玮帆医疗器械经营部,,无锡市惠山区钱桥华新苑农贸市场内
锡山区东亭凯健诚医疗器械经营部,1万元人民币,锡山区东亭北街老年活动室一楼
江苏艾菲斯医院管理有限公司,2000万元人民币,无锡市北仓门37号B-1
滨湖区康之龙医疗器械经营部,5万元人民币,无锡市滨湖区十八湾11号-807室
滨湖区朱风领医疗器械经营部,5万元人民币,无锡市滨湖区胡埭镇商贸街26号
江苏巨光生物科技有限公司,1000万元人民币,江阴市临港街道贵宾路18号
锡山区东亭黑白通医疗器械经营部,2万元人民币,锡山区东亭街道华夏中路22-2
锡山区锡北鸿达医疗器械配件厂,10万元人民币,锡山区锡北镇八士新坝村工业集中区
滨湖区任氏宗承堂医疗用品商店,3万元人民币,无锡市滨湖区蠡湖街道景丽东苑108号(无锡市蠡湖集贸市场内特16号)
江阴市徐霞客张林华医疗器械经营部,10万元人民币,江阴市徐霞客镇峭岐公园路80号
江阴市澄江锦潼医疗器械咨询服务部,1万元人民币,江阴市暨阳路235、237、239、241号
滨湖区元亨利贞医疗器械维修服务部,10万元人民币,无锡市滨湖区湖滨路86-1号609室
江阴市新城东诺康创智医疗技术服务部,10万元人民币,江阴市东盛西路6号
梁溪区乔雪黑白通医疗器械经营部,5万元人民币,无锡市广益街道广博路25号一楼商铺
滨湖区普事通医疗器械经营部,6万元人民币,无锡市滨湖区十八湾11号801室
